ticker,name,classification_status,evidence_type,comparison_eligibility,official_source_url,evidence_basis,review_reason
302190,TIGER 중장기국채,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
302450,RISE 코스피,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
304660,KODEX 미국30년국채울트라선물(H),classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
304670,KODEX 미국30년국채울트라선물인버스(H),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
304760,HANARO KRX300,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
304770,HANARO 코스닥150,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
304780,HANARO 200선물레버리지,classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
305050,ACE 코스피,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
305080,TIGER 미국채10년선물,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
306520,HANARO 200선물인버스,classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
306530,HANARO 코스닥150선물레버리지,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default, concentration token/default)",
306950,KODEX KRX300레버리지,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default, concentration token/default)",
307510,TIGER 의료기기,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
307520,TIGER 지주회사,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
308620,KODEX 미국10년국채선물,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
309230,ACE 미국WideMoat동일가중,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
310080,RISE 중국MSCI China(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
310960,TIGER 200TR,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
310970,TIGER MSCI Korea TR,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
314250,KODEX 미국빅테크10(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
314700,HANARO 농업융복합산업,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
315270,TIGER 200커뮤니케이션서비스,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
315930,KODEX Top5PlusTR,conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 만기미확인 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
316670,KIWOOM 코스닥150,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
321410,KODEX 멀티에셋하이인컴(H),classified_derived,official_index,N,https://www.samsungfund.com/etf/product/view.do?id=2ETFB7,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(혼합자산/구성비율 미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
322400,HANARO e커머스,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
326230,RISE 내수주플러스,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
326240,RISE IT플러스,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
328370,PLUS 코스피TR,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
329650,KODEX TRF3070,classified_derived,official_index,N,https://www.samsungfund.com/etf/product/view.do?id=2ETFC3,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(혼합자산/구성비율 미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
329660,KODEX TRF5050,classified_derived,official_index,N,https://www.samsungfund.com/etf/product/view.do?id=2ETFC2,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(혼합자산/구성비율 미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
329670,KODEX TRF7030,classified_derived,official_index,N,https://www.samsungfund.com/etf/product/view.do?id=2ETFC1,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(혼합자산/구성비율 미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
329750,TIGER 미국달러단기채권액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 초단기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
332500,ACE 200TR,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
332930,HANARO 200TR,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
332940,HANARO MSCI Korea TR,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
336160,RISE 금융채액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 금융채 단기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
337120,KODEX 멀티팩터,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
337150,KODEX 200exTOP,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
337160,KODEX 200ESG,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
341850,TIGER 리츠부동산인프라채권,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
354350,HANARO 글로벌럭셔리S&P(합성),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
354500,ACE 코스닥150,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
356540,ACE 종합채권(AA-이상)액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
359210,KODEX 코스피TR,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
361580,RISE 200TR,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
363510,SOL KIS단기통안채,conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
364690,KODEX 혁신기술테마액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
364960,TIGER BBIG,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
365000,TIGER 인터넷TOP10,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
365040,TIGER AI코리아그로스액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
365780,ACE 국고채10년,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
367740,HANARO Fn5G산업,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
367770,RISE 수소경제테마,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
368190,HANARO Fn K-뉴딜디지털플러스,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
368680,KODEX K-뉴딜디지털플러스,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
371150,RISE 차이나항셍테크,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
371160,TIGER 차이나항셍테크,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
371450,TIGER 글로벌클라우드컴퓨팅INDXX,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
371870,ACE 차이나항셍테크,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
372330,KODEX 차이나항셍테크,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
375760,HANARO 탄소효율그린뉴딜,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
375770,KODEX 탄소효율그린뉴딜,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
376410,TIGER 탄소효율그린뉴딜,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
379790,RISE 유로스탁스50(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/유럽 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
380340,ACE 코리아AI테크핵심산업,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
381170,TIGER 미국테크TOP10 INDXX,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
381560,HANARO Fn전기&수소차,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
385520,KODEX 자율주행액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
385540,RISE 종합채권(A-이상)액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
385560,RISE KIS국고채30년Enhanced,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
385590,ACE ESG액티브,conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 만기미확인 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
385710,TIME K이노베이션액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
385720,TIME 코스피액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
391670,HK 베스트일레븐액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
395150,KODEX 웹툰&드라마,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
395170,KODEX Top10동일가중,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
397420,RISE 국채선물5년추종,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 중기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
400570,KODEX 유럽탄소배출권선물ICE(H),classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/유럽 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
400580,SOL 유럽탄소배출권선물S&P(H),classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
400590,SOL 글로벌탄소배출권선물ICE(합성),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
401590,HANARO 글로벌탄소배출권선물ICE(합성),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
403790,MIDAS 코스피액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
407300,HANARO Fn골프테마,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
407310,HANARO 200 TOP10,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
407820,에셋플러스 코리아플랫폼액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
411540,SOL 200 Top10,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
411860,KIWOOM 독일DAX,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/유럽 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
412560,TIGER BBIG레버리지,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default, concentration token/default)",
413220,SOL 차이나태양광CSI(합성),conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
414270,ACE 글로벌자율주행액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
414780,TIGER 차이나과창판STAR50(합성),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
415340,KODEX 차이나과창판STAR50(합성),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
415760,SOL 차이나육성산업액티브(합성),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
416090,ACE 중국과창판STAR50,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
417450,RISE 글로벌수소경제,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
417630,TIGER KEDI혁신기업ESG30,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
