primary_peer_group_id,peer_group_name,member_count,asset_family,region_primary,comparison_category,comparison_topic,comparison_subtopic,index_family,strategy_structure,automatic_comparison_eligible,group_status_summary,classification_rationale
PG-PENDING-256440-15759144a3,인도 미확인 주식전략 · plain,1,주식,인도,기타특수구조,미확인 주식전략,인도 미확인 주식전략,미확인-주식전략-인도-미확인-주식전략-69bd615628,plain|neutral|1X,N,needs_review:1,"주식·인도 노출, 기타특수구조 / 인도 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-256450-e437f786b1,미국 미확인 주식전략 · plain,1,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain|neutral|1X,N,needs_review:1,"주식·미국 노출, 기타특수구조 / 미국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-256750-eb238b63fe,중국 미확인 주식전략 · plain,1,주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,plain|neutral|1X,N,needs_review:1,"주식·중국 노출, 기타특수구조 / 중국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-261060-28c494f7b2,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-261140-b16c2b0607,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-261920-cdb315f7a0,기타국가 미확인 주식전략 · plain,1,주식,기타국가,기타특수구조,미확인 주식전략,기타국가 미확인 주식전략,미확인-주식전략-기타국가-미확인-주식전략-cd16f2b14c,plain|neutral|1X,N,needs_review:1,"주식·기타국가 노출, 기타특수구조 / 기타국가 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-265690-d7ae324ee8,기타국가 미확인 주식전략 · plain,1,주식,기타국가,기타특수구조,미확인 주식전략,기타국가 미확인 주식전략,미확인-주식전략-기타국가-미확인-주식전략-cd16f2b14c,plain|neutral|1X,N,needs_review:1,"주식·기타국가 노출, 기타특수구조 / 기타국가 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-266360-f8058e7fb7,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-266370-098e1199ef,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-266390-5f2bcf8223,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-266410-503e67a70a,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-267440-bfd9838fbc,미국 국채 장기 등급미확인 · bond_coupon,1,채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,bond_coupon|neutral|1X,N,needs_review:1,"채권·미국 노출, 채권 / 미국 국채 장기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-267450-74264b68e9,미국 국채 장기 등급미확인 · bond_coupon,1,채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,bond_coupon|short|1X,N,needs_review:1,"채권·미국 노출, 채권 / 미국 국채 장기 등급미확인 투자대상, bond_coupon|short|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-267490-d95c00af44,미국 국채 장기 등급미확인 · bond_coupon,1,채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,bond_coupon|long|2X,N,needs_review:1,"채권·미국 노출, 채권 / 미국 국채 장기 등급미확인 투자대상, bond_coupon|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-267770-21466fb4ea,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-270810-b696c03a9f,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-272560-2d012bf18d,국내 채권 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-272570-f156046476,국내 채권 중기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 중기 등급미확인,BOND_국내-채권-중기-등급미확인-af53603ca9,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 중기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-272580-4417cdc47d,국내 채권 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-272910-4f896be782,국내 채권 장기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 장기 등급미확인,BOND_국내-채권-장기-등급미확인-f457d22418,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 장기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-273130-37cd2f10e8,국내 채권 만기미확인 AA · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 AA,BOND_국내-채권-만기미확인-AA-273392b07e,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 AA 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-273140-9a53b08b50,국내 채권 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-275750-9cc5c933a5,국내 미확인 주식전략 · inverse,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,inverse|short|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, inverse|short|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-275980-d943c3497e,글로벌 미확인 주식전략 · plain,1,주식,글로벌,기타특수구조,미확인 주식전략,글로벌 미확인 주식전략,미확인-주식전략-글로벌-미확인-주식전략-d0f070a455,plain|neutral|1X,N,needs_review:1,"주식·글로벌 노출, 기타특수구조 / 글로벌 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-276000-448b736841,글로벌 미확인 주식전략 · plain,1,주식,글로벌,기타특수구조,미확인 주식전략,글로벌 미확인 주식전략,미확인-주식전략-글로벌-미확인-주식전략-d0f070a455,plain|neutral|1X,N,needs_review:1,"주식·글로벌 노출, 기타특수구조 / 글로벌 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-276650-31f9d4d684,미국 미확인 주식전략 · plain,1,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain|neutral|1X,N,needs_review:1,"주식·미국 노출, 기타특수구조 / 미국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-277540-2210e45b0f,미국 미확인 주식전략 · plain,1,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain|neutral|1X,N,needs_review:1,"주식·미국 노출, 기타특수구조 / 미국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-277630-52646392be,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-277650-e7e4d4f55b,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-278240-b9f2400c1d,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-278530-ac53d50394,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-278540-166d11f539,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-278620-d87f6a5db0,국내 채권 초단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 초단기 등급미확인,BOND_국내-채권-초단기-등급미확인-2cd6864612,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 초단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-279540-6332346fa4,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-280320-bf4289d1fb,미국 미확인 주식전략 · plain,1,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain|neutral|1X,N,needs_review:1,"주식·미국 노출, 기타특수구조 / 미국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-280920-31eed54230,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-280930-fad11fd31a,미국 미확인 주식전략 · plain,1,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain|neutral|1X,N,needs_review:1,"주식·미국 노출, 기타특수구조 / 미국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-282000-ee9e970f9c,국내 국채 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 국채 단기 등급미확인,BOND_국내-국채-단기-등급미확인-bddf0c67db,bond_coupon|short|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 국채 단기 등급미확인 투자대상, bond_coupon|short|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-283580-eb6e405d6e,중국 미확인 주식전략 · plain,1,주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,plain|neutral|1X,N,needs_review:1,"주식·중국 노출, 기타특수구조 / 중국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-284430-7339939cca,국내 국채 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 국채 만기미확인 등급미확인,BOND_국내-국채-만기미확인-등급미확인-bf9416de66,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 국채 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-285690-ade49e361c,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-289040-3f13cde315,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-289250-b0144557b3,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-289260-ab88791efa,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-289480-83d19f8d0f,국내 미확인 주식전략 · covered_call,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,covered_call|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, covered_call|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-289670-a6f6c7a1d4,국내 국채 장기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 국채 장기 등급미확인,BOND_국내-국채-장기-등급미확인-46cc7d575b,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 국채 장기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-290130-771d61931d,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-291130-686a96704c,기타국가 미확인 주식전략 · plain,1,주식,기타국가,기타특수구조,미확인 주식전략,기타국가 미확인 주식전략,미확인-주식전략-기타국가-미확인-주식전략-cd16f2b14c,plain|neutral|1X,N,needs_review:1,"주식·기타국가 노출, 기타특수구조 / 기타국가 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-291620-30ab1d1995,국내 미확인 주식전략 · inverse,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,inverse|short|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, inverse|short|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-291630-c448a94915,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-291680-6e1c02be40,중국 미확인 주식전략 · inverse,1,주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,inverse|short|1X,N,needs_review:1,"주식·중국 노출, 기타특수구조 / 중국 미확인 주식전략 투자대상, inverse|short|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-291890-c33ed9da0d,글로벌 미확인 주식전략 · plain,1,주식,글로벌,기타특수구조,미확인 주식전략,글로벌 미확인 주식전략,미확인-주식전략-글로벌-미확인-주식전략-d0f070a455,plain|neutral|1X,N,needs_review:1,"주식·글로벌 노출, 기타특수구조 / 글로벌 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-292050-c1b0df0236,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,KRX300,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-292150-60f7aeeccd,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-292160-2ef911c079,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,KRX300,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-292190-29374ed31c,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,KRX300,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-292500-2a5cd87689,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,KRX300,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-292770-db1a4a3877,국내 국채 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 국채 단기 등급미확인,BOND_국내-국채-단기-등급미확인-bddf0c67db,bond_coupon|short|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 국채 단기 등급미확인 투자대상, bond_coupon|short|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-293180-a1801cc52e,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-294400-a483049dc6,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-295000-3fdea13d38,국내 국채 장기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 국채 장기 등급미확인,BOND_국내-국채-장기-등급미확인-46cc7d575b,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 국채 장기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-295020-feb14fee72,국내 국채 장기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 국채 장기 등급미확인,BOND_국내-국채-장기-등급미확인-46cc7d575b,bond_coupon|short|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 국채 장기 등급미확인 투자대상, bond_coupon|short|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-295040-5f860ac603,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-298340-2aa9457e78,국내 국채 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 국채 단기 등급미확인,BOND_국내-국채-단기-등급미확인-bddf0c67db,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 국채 단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-298770-c93d006966,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-301400-3541abccf9,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-302190-97df717d82,국내 국채 장기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 국채 장기 등급미확인,BOND_국내-국채-장기-등급미확인-46cc7d575b,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 국채 장기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-302450-4dbc4662e0,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-304660-4d0115ae78,미국 국채 장기 등급미확인 · bond_coupon,1,채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,bond_coupon|neutral|1X,N,needs_review:1,"채권·미국 노출, 채권 / 미국 국채 장기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-304670-1d861b3507,미국 국채 장기 등급미확인 · bond_coupon,1,채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,bond_coupon|short|1X,N,needs_review:1,"채권·미국 노출, 채권 / 미국 국채 장기 등급미확인 투자대상, bond_coupon|short|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-304760-71bb4c12cb,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,KRX300,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-304770-cda1f0640a,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-304780-52d915d974,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-305050-70969672fe,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
